CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,GenderIndex,Geography_France,Geography_Germany,features_raw,features
582.0,41.0,6.0,70349.48,2.0,0.0,1.0,178074.04,0.0,0.0,0.0,0.0,"[582.0,41.0,6.0,70349.48,2.0,0.0,1.0,178074.04,0.0,0.0,0.0]","[-0.6825725418447061,-0.01832760741599087,0.3314955298804156,-0.1975170362093426,0.7531503687480621,-1.522181565762243,1.097616608426526,1.333576244397188,-1.0020439117270565,0.0,0.0]"
550.0,38.0,2.0,103391.38,1.0,0.0,1.0,90878.13,0.0,0.0,0.0,0.0,"[550.0,38.0,2.0,103391.38,1.0,0.0,1.0,90878.13,0.0,0.0,0.0]","[-1.007637135201719,-0.30115140537018537,-1.0488035178916386,0.34380713946078917,-0.7533367921066616,-1.522181565762243,1.097616608426526,-0.1791657773956177,-1.0020439117270565,0.0,0.0]"
776.0,37.0,2.0,103769.22,2.0,1.0,0.0,194099.12,0.0,1.0,0.0,0.0,"[776.0,37.0,2.0,103769.22,2.0,1.0,0.0,194099.12,1.0,0.0,0.0]","[1.2881315553821853,-0.3954260046882502,-1.0488035178916386,0.34999727763490146,0.7531503687480621,0.6568705569879226,-0.9109521897380475,1.6115917146020569,0.9978367626780669,0.0,0.0]"
698.0,44.0,10.0,116363.37,2.0,1.0,0.0,198059.16,0.0,0.0,0.0,0.0,"[698.0,44.0,10.0,116363.37,2.0,1.0,0.0,198059.16,0.0,0.0,0.0]","[0.49578660907446603,0.2644961905382036,1.71179457765247,0.5563267522418698,0.7531503687480621,0.6568705569879226,-0.9109521897380475,1.6802935483919719,-1.0020439117270565,0.0,0.0]"
788.0,33.0,5.0,0.0,2.0,0.0,0.0,116978.19,0.0,1.0,0.0,0.0,"(11,[0,1,2,4,7,8],[788.0,33.0,5.0,2.0,116978.19,1.0])","[1.410030777891065,-0.7725244019605094,-0.01357923206259799,-1.3500498587716774,0.7531503687480621,-1.522181565762243,-0.9109521897380475,0.2736382306514745,0.9978367626780669,0.0,0.0]"
619.0,43.0,1.0,125211.92,1.0,1.0,1.0,113410.49,0.0,0.0,0.0,0.0,"[619.0,43.0,1.0,125211.92,1.0,1.0,1.0,113410.49,0.0,0.0,0.0]","[-0.3067166057756598,0.17022159122013877,-1.3938782798346523,0.7012922062449974,-0.7533367921066616,0.6568705569879226,1.097616608426526,0.21174301433742737,-1.0020439117270565,0.0,0.0]"
684.0,56.0,8.0,78707.16,1.0,1.0,1.0,99398.36,0.0,0.0,0.0,0.0,"[684.0,56.0,8.0,78707.16,1.0,1.0,1.0,99398.36,0.0,0.0,0.0]","[0.35357084948077283,1.3957913823549815,1.0216450537664428,-0.060593486518957074,-0.7533367921066616,0.6568705569879226,1.097616608426526,-0.03135024388791407,-1.0020439117270565,0.0,0.0]"
751.0,36.0,6.0,169831.46,2.0,1.0,1.0,27758.36,0.0,1.0,0.0,0.0,"[751.0,36.0,6.0,169831.46,2.0,1.0,1.0,27758.36,1.0,0.0,0.0]","[1.0341748418220187,-0.489700604006315,0.3314955298804156,1.4322924123251701,0.7531503687480621,0.6568705569879226,1.097616608426526,-1.274216319157231,0.9978367626780669,0.0,0.0]"
661.0,35.0,5.0,150725.53,2.0,0.0,1.0,113656.85,0.0,1.0,0.0,0.0,"[661.0,35.0,5.0,150725.53,2.0,0.0,1.0,113656.85,1.0,0.0,0.0]","[0.11993067300541974,-0.5839752033243798,-0.01357923206259799,1.119280696665319,0.7531503687480621,-1.522181565762243,1.097616608426526,0.2160170579765026,0.9978367626780669,0.0,0.0]"
675.0,21.0,8.0,98373.26,1.0,1.0,0.0,18203.0,0.0,1.0,0.0,0.0,"[675.0,21.0,8.0,98373.26,1.0,1.0,0.0,18203.0,1.0,0.0,0.0]","[0.2621464325991129,-1.9038195937772873,1.0216450537664428,0.2615954726857609,-0.7533367921066616,0.6568705569879226,-0.9109521897380475,-1.4399900877360337,0.9978367626780669,0.0,0.0]"
604.0,25.0,5.0,157780.84,2.0,1.0,1.0,58426.81,0.0,1.0,0.0,0.0,"[604.0,25.0,5.0,157780.84,2.0,1.0,1.0,58426.81,1.0,0.0,0.0]","[-0.45909063391175964,-1.526721196505028,-0.01357923206259799,1.234867568783667,0.7531503687480621,0.6568705569879226,1.097616608426526,-0.7421563514563199,0.9978367626780669,0.0,0.0]"
519.0,36.0,9.0,0.0,2.0,0.0,1.0,145562.4,0.0,0.0,0.0,0.0,"(11,[0,1,2,4,6,7],[519.0,36.0,9.0,2.0,1.0,145562.4])","[-1.3225434600163255,-0.489700604006315,1.3667198157094562,-1.3500498587716774,0.7531503687480621,-1.522181565762243,1.097616608426526,0.7695391923680289,-1.0020439117270565,0.0,0.0]"
416.0,41.0,10.0,122189.66,2.0,1.0,0.0,98301.61,0.0,1.0,0.0,0.0,"[416.0,41.0,10.0,122189.66,2.0,1.0,0.0,98301.61,1.0,0.0,0.0]","[-2.368845119884211,-0.01832760741599087,1.71179457765247,0.65177863701439,0.7531503687480621,0.6568705569879226,-0.9109521897380475,-0.050377510331962416,0.9978367626780669,0.0,0.0]"
543.0,36.0,3.0,0.0,2.0,0.0,0.0,26019.59,0.0,1.0,0.0,0.0,"(11,[0,1,2,4,7,8],[543.0,36.0,3.0,2.0,26019.59,1.0])","[-1.0787450149985656,-0.489700604006315,-0.7037287559486252,-1.3500498587716774,0.7531503687480621,-1.522181565762243,-0.9109521897380475,-1.304381844641542,0.9978367626780669,0.0,0.0]"
506.0,34.0,4.0,90307.62,1.0,1.0,1.0,159235.29,0.0,1.0,0.0,0.0,"[506.0,34.0,4.0,90307.62,1.0,1.0,1.0,159235.29,1.0,0.0,0.0]","[-1.454600951067612,-0.6782498026424446,-0.35865399400561154,0.12945640307257159,-0.7533367921066616,0.6568705569879226,1.097616608426526,1.0067470529471623,0.9978367626780669,0.0,0.0]"
493.0,46.0,4.0,0.0,2.0,1.0,0.0,1907.66,0.0,1.0,0.0,0.0,"[493.0,46.0,4.0,0.0,2.0,1.0,0.0,1907.66,1.0,0.0,0.0]","[-1.5866584421188985,0.45304538917433324,-0.35865399400561154,-1.3500498587716774,0.7531503687480621,0.6568705569879226,-0.9109521897380475,-1.7226942372471883,0.9978367626780669,0.0,0.0]"
652.0,75.0,10.0,0.0,2.0,1.0,1.0,114675.75,0.0,1.0,0.0,0.0,"[652.0,75.0,10.0,0.0,2.0,1.0,1.0,114675.75,1.0,0.0,0.0]","[0.02850625612375984,3.187008769398213,1.71179457765247,-1.3500498587716774,0.7531503687480621,0.6568705569879226,1.097616608426526,0.23369372246689762,0.9978367626780669,0.0,0.0]"
808.0,45.0,7.0,118626.55,2.0,1.0,0.0,147132.46,0.0,0.0,0.0,0.0,"[808.0,45.0,7.0,118626.55,2.0,1.0,0.0,147132.46,0.0,0.0,0.0]","[1.6131961487391981,0.3587707898562684,0.6765702918234291,0.5934043430551441,0.7531503687480621,0.6568705569879226,-0.9109521897380475,0.7967778064123804,-1.0020439117270565,0.0,0.0]"
524.0,36.0,10.0,0.0,2.0,1.0,0.0,109614.57,0.0,1.0,0.0,0.0,"[524.0,36.0,10.0,0.0,2.0,1.0,0.0,109614.57,1.0,0.0,0.0]","[-1.271752117304292,-0.489700604006315,1.71179457765247,-1.3500498587716774,0.7531503687480621,0.6568705569879226,-0.9109521897380475,0.14588846112084022,0.9978367626780669,0.0,0.0]"
769.0,29.0,8.0,0.0,2.0,1.0,1.0,172290.61,0.0,0.0,0.0,0.0,"[769.0,29.0,8.0,0.0,2.0,1.0,1.0,172290.61,0.0,0.0,0.0]","[1.2170236755853385,-1.1496227992327688,1.0216450537664428,-1.3500498587716774,0.7531503687480621,0.6568705569879226,1.097616608426526,1.2332408319782202,-1.0020439117270565,0.0,0.0]"
413.0,34.0,9.0,0.0,2.0,0.0,0.0,6534.18,0.0,0.0,0.0,0.0,"(11,[0,1,2,4,7],[413.0,34.0,9.0,2.0,6534.18])","[-2.399319925511431,-0.6782498026424446,1.3667198157094562,-1.3500498587716774,0.7531503687480621,-1.522181565762243,-0.9109521897380475,-1.642429793437096,-1.0020439117270565,0.0,0.0]"
665.0,40.0,6.0,0.0,1.0,1.0,1.0,161848.03,0.0,1.0,0.0,0.0,"[665.0,40.0,6.0,0.0,1.0,1.0,1.0,161848.03,1.0,0.0,0.0]","[0.16056374717504637,-0.11260220673405569,0.3314955298804156,-1.3500498587716774,-0.7533367921066616,0.6568705569879226,1.097616608426526,1.0520748852963964,0.9978367626780669,0.0,0.0]"
738.0,31.0,9.0,82674.15,1.0,1.0,0.0,41970.72,0.0,0.0,0.0,0.0,"[738.0,31.0,9.0,82674.15,1.0,1.0,0.0,41970.72,0.0,0.0,0.0]","[0.9021173507707323,-0.9610736005966392,1.3667198157094562,0.004397557931926515,-0.7533367921066616,0.6568705569879226,-0.9109521897380475,-1.027649316176848,-1.0020439117270565,0.0,0.0]"
582.0,32.0,1.0,88938.62,1.0,1.0,1.0,10054.53,0.0,0.0,0.0,0.0,"[582.0,32.0,1.0,88938.62,1.0,1.0,1.0,10054.53,0.0,0.0,0.0]","[-0.6825725418447061,-0.8667990012785743,-1.3938782798346523,0.10702812877562104,-0.7533367921066616,0.6568705569879226,1.097616608426526,-1.5813560415097603,-1.0020439117270565,0.0,0.0]"
785.0,36.0,2.0,99806.85,1.0,0.0,1.0,36976.52,0.0,1.0,0.0,0.0,"[785.0,36.0,2.0,99806.85,1.0,0.0,1.0,36976.52,1.0,0.0,0.0]","[1.379555972263845,-0.489700604006315,-1.0488035178916386,0.28508192246615943,-0.7533367921066616,-1.522181565762243,1.097616608426526,-1.1142925567283561,0.9978367626780669,0.0,0.0]"
605.0,33.0,5.0,150092.8,1.0,0.0,0.0,71862.79,0.0,0.0,0.0,0.0,"(11,[0,1,2,3,4,7],[605.0,33.0,5.0,150092.8,1.0,71862.79])","[-0.448932365369353,-0.7725244019605094,-0.01357923206259799,1.108914705433829,-0.7533367921066616,-1.522181565762243,-0.9109521897380475,-0.5090585886143736,-1.0020439117270565,0.0,0.0]"
685.0,30.0,3.0,90536.81,1.0,0.0,1.0,63082.88,0.0,0.0,0.0,0.0,"[685.0,30.0,3.0,90536.81,1.0,0.0,1.0,63082.88,0.0,0.0,0.0]","[0.3637291180231795,-1.0553481999147039,-0.7037287559486252,0.1332112140193343,-0.7533367921066616,-1.522181565762243,1.097616608426526,-0.6613792514133381,-1.0020439117270565,0.0,0.0]"
538.0,39.0,7.0,108055.1,2.0,1.0,0.0,27231.26,0.0,0.0,0.0,0.0,"[538.0,39.0,7.0,108055.1,2.0,1.0,0.0,27231.26,0.0,0.0,0.0]","[-1.129536357710599,-0.20687680605212053,0.6765702918234291,0.42021268467932404,0.7531503687480621,0.6568705569879226,-0.9109521897380475,-1.2833608572403477,-1.0020439117270565,0.0,0.0]"
562.0,42.0,2.0,100238.35,1.0,0.0,0.0,86797.41,0.0,0.0,0.0,0.0,"(11,[0,1,2,3,4,7],[562.0,42.0,2.0,100238.35,1.0,86797.41])","[-0.8857379126928392,0.07594699190207396,-1.0488035178916386,0.292151170354497,-0.7533367921066616,-1.522181565762243,-0.9109521897380475,-0.24996126107335373,-1.0020439117270565,0.0,0.0]"
675.0,36.0,9.0,106190.55,1.0,0.0,1.0,22994.32,0.0,0.0,0.0,0.0,"[675.0,36.0,9.0,106190.55,1.0,0.0,1.0,22994.32,0.0,0.0,0.0]","[0.2621464325991129,-0.489700604006315,1.3667198157094562,0.3896658338097994,-0.7533367921066616,-1.522181565762243,1.097616608426526,-1.356866566187187,-1.0020439117270565,0.0,0.0]"
699.0,34.0,4.0,185173.81,2.0,1.0,0.0,120834.48,0.0,0.0,0.0,0.0,"[699.0,34.0,4.0,185173.81,2.0,1.0,0.0,120834.48,0.0,0.0,0.0]","[0.5059448776168727,-0.6782498026424446,-0.35865399400561154,1.6836455417333656,0.7531503687480621,0.6568705569879226,-0.9109521897380475,0.34054012927515276,-1.0020439117270565,0.0,0.0]"
828.0,34.0,8.0,129433.34,2.0,0.0,0.0,38131.77,0.0,0.0,0.0,0.0,"(11,[0,1,2,3,4,7],[828.0,34.0,8.0,129433.34,2.0,38131.77])","[1.8163615195873313,-0.6782498026424446,1.0216450537664428,0.7704515675909674,0.7531503687480621,-1.522181565762243,-0.9109521897380475,-1.0942503870821405,-1.0020439117270565,0.0,0.0]"
674.0,39.0,6.0,120193.42,1.0,0.0,0.0,100130.95,0.0,0.0,0.0,0.0,"(11,[0,1,2,3,4,7],[674.0,39.0,6.0,120193.42,1.0,100130.95])","[0.25198816405670627,-0.20687680605212053,0.3314955298804156,0.6190743139445983,-0.7533367921066616,-1.522181565762243,-0.9109521897380475,-0.018640706505424615,-1.0020439117270565,0.0,0.0]"
656.0,39.0,6.0,0.0,2.0,1.0,0.0,141069.88,0.0,1.0,0.0,0.0,"[656.0,39.0,6.0,0.0,2.0,1.0,0.0,141069.88,1.0,0.0,0.0]","[0.06913933029338647,-0.20687680605212053,0.3314955298804156,-1.3500498587716774,0.7531503687480621,0.6568705569879226,-0.9109521897380475,0.6915994840979437,0.9978367626780669,0.0,0.0]"
684.0,48.0,10.0,126384.42,1.0,1.0,1.0,198129.36,0.0,1.0,0.0,0.0,"[684.0,48.0,10.0,126384.42,1.0,1.0,1.0,198129.36,1.0,0.0,0.0]","[0.35357084948077283,0.6415945878104629,1.71179457765247,0.7205012286067027,-0.7533367921066616,0.6568705569879226,1.097616608426526,1.6815114322345723,0.9978367626780669,0.0,0.0]"
625.0,28.0,3.0,0.0,1.0,0.0,0.0,183646.41,0.0,1.0,0.0,0.0,"(11,[0,1,2,4,7,8],[625.0,28.0,3.0,1.0,183646.41,1.0])","[-0.24576699452121986,-1.2438973985508337,-0.7037287559486252,-1.3500498587716774,-0.7533367921066616,-1.522181565762243,-0.9109521897380475,1.4302500248529177,0.9978367626780669,0.0,0.0]"
770.0,24.0,9.0,101827.07,1.0,1.0,0.0,167256.35,0.0,0.0,0.0,0.0,"[770.0,24.0,9.0,101827.07,1.0,1.0,0.0,167256.35,0.0,0.0,0.0]","[1.2271819441277452,-1.620995795823093,1.3667198157094562,0.3181791089527814,-0.7533367921066616,0.6568705569879226,-0.9109521897380475,1.1459025995928867,-1.0020439117270565,0.0,0.0]"
795.0,33.0,9.0,130862.43,1.0,1.0,1.0,114935.21,0.0,1.0,0.0,0.0,"[795.0,33.0,9.0,130862.43,1.0,1.0,1.0,114935.21,1.0,0.0,0.0]","[1.4811386576879115,-0.7725244019605094,1.3667198157094562,0.7938642940446043,-0.7533367921066616,0.6568705569879226,1.097616608426526,0.23819503502816766,0.9978367626780669,0.0,0.0]"
686.0,25.0,1.0,0.0,2.0,0.0,1.0,16459.37,0.0,0.0,0.0,0.0,"(11,[0,1,2,4,6,7],[686.0,25.0,1.0,2.0,1.0,16459.37])","[0.3738873865655861,-1.526721196505028,-1.3938782798346523,-1.3500498587716774,0.7531503687480621,-1.522181565762243,1.097616608426526,-1.4702399282556016,-1.0020439117270565,0.0,0.0]"
789.0,39.0,7.0,124828.46,2.0,1.0,1.0,124411.08,0.0,0.0,0.0,0.0,"[789.0,39.0,7.0,124828.46,2.0,1.0,1.0,124411.08,0.0,0.0,0.0]","[1.4201890464334717,-0.20687680605212053,0.6765702918234291,0.6950099958272411,0.7531503687480621,0.6568705569879226,1.097616608426526,0.40258974966611094,-1.0020439117270565,0.0,0.0]"
461.0,34.0,5.0,63663.93,1.0,0.0,1.0,167784.28,0.0,1.0,0.0,0.0,"[461.0,34.0,5.0,63663.93,1.0,0.0,1.0,167784.28,1.0,0.0,0.0]","[-1.9117230354759114,-0.6782498026424446,-0.01357923206259799,-0.3070461444825184,-0.7533367921066616,-1.522181565762243,1.097616608426526,1.155061537157333,0.9978367626780669,0.0,0.0]"
637.0,40.0,2.0,133463.1,1.0,0.0,1.0,93165.34,0.0,0.0,0.0,0.0,"[637.0,40.0,2.0,133463.1,1.0,0.0,1.0,93165.34,0.0,0.0,0.0]","[-0.12386777201234,-0.11260220673405569,-1.0488035178916386,0.8364709705353646,-0.7533367921066616,-1.522181565762243,1.097616608426526,-0.13948549101905816,-1.0020439117270565,0.0,0.0]"
756.0,44.0,10.0,137452.09,1.0,1.0,0.0,189543.9,0.0,0.0,0.0,0.0,"[756.0,44.0,10.0,137452.09,1.0,1.0,0.0,189543.9,0.0,0.0,0.0]","[1.0849661845340521,0.2644961905382036,1.71179457765247,0.9018224401393036,-0.7533367921066616,0.6568705569879226,-0.9109521897380475,1.5325642382845206,-1.0020439117270565,0.0,0.0]"
663.0,34.0,7.0,0.0,2.0,1.0,1.0,180427.24,0.0,0.0,0.0,0.0,"[663.0,34.0,7.0,0.0,2.0,1.0,1.0,180427.24,0.0,0.0,0.0]","[0.14024721009023305,-0.6782498026424446,0.6765702918234291,-1.3500498587716774,0.7531503687480621,0.6568705569879226,1.097616608426526,1.3744013762833371,-1.0020439117270565,0.0,0.0]"
635.0,29.0,8.0,138296.94,2.0,1.0,0.0,141075.51,0.0,1.0,0.0,0.0,"[635.0,29.0,8.0,138296.94,2.0,1.0,0.0,141075.51,1.0,0.0,0.0]","[-0.14418430909715332,-1.1496227992327688,1.0216450537664428,0.9156635851647081,0.7531503687480621,0.6568705569879226,-0.9109521897380475,0.6916971576881695,0.9978367626780669,0.0,0.0]"
650.0,37.0,5.0,106967.18,1.0,0.0,0.0,24495.03,0.0,0.0,0.0,0.0,"(11,[0,1,2,3,4,7],[650.0,37.0,5.0,106967.18,1.0,24495.03])","[0.008189719038946528,-0.3954260046882502,-0.01357923206259799,0.4023893332015017,-0.7533367921066616,-1.522181565762243,-0.9109521897380475,-1.3308310895286524,-1.0020439117270565,0.0,0.0]"
614.0,43.0,6.0,0.0,2.0,1.0,1.0,109041.53,0.0,1.0,0.0,0.0,"[614.0,43.0,6.0,0.0,2.0,1.0,1.0,109041.53,1.0,0.0,0.0]","[-0.3575079484876931,0.17022159122013877,0.3314955298804156,-1.3500498587716774,0.7531503687480621,0.6568705569879226,1.097616608426526,0.13594692042050047,0.9978367626780669,0.0,0.0]"
758.0,33.0,7.0,0.0,2.0,0.0,0.0,82996.47,0.0,1.0,0.0,0.0,"(11,[0,1,2,4,7,8],[758.0,33.0,7.0,2.0,82996.47,1.0])","[1.1052827216188654,-0.7725244019605094,0.6765702918234291,-1.3500498587716774,0.7531503687480621,-1.522181565762243,-0.9109521897380475,-0.31590290512882774,0.9978367626780669,0.0,0.0]"
646.0,73.0,6.0,97259.25,1.0,0.0,1.0,104719.66,0.0,1.0,0.0,0.0,"[646.0,73.0,6.0,97259.25,1.0,0.0,1.0,104719.66,1.0,0.0,0.0]","[-0.0324433551306801,2.9984595707620834,0.3314955298804156,0.24334468974233814,-0.7533367921066616,-1.522181565762243,1.097616608426526,0.060967780209386604,0.9978367626780669,0.0,0.0]"
684.0,30.0,2.0,0.0,2.0,1.0,0.0,83473.82,0.0,0.0,0.0,0.0,"(11,[0,1,2,4,5,7],[684.0,30.0,2.0,2.0,1.0,83473.82])","[0.35357084948077283,-1.0553481999147039,-1.0488035178916386,-1.3500498587716774,0.7531503687480621,0.6568705569879226,-0.9109521897380475,-0.30762146848687055,-1.0020439117270565,0.0,0.0]"
800.0,49.0,7.0,108007.36,1.0,0.0,0.0,47125.11,0.0,1.0,0.0,0.0,"[800.0,49.0,7.0,108007.36,1.0,0.0,0.0,47125.11,1.0,0.0,0.0]","[1.531930000399945,0.7358691871285278,0.6765702918234291,0.4194305620971936,-0.7533367921066616,-1.522181565762243,-0.9109521897380475,-0.938226975728671,0.9978367626780669,0.0,0.0]"
660.0,31.0,9.0,125189.75,2.0,1.0,1.0,139874.43,0.0,0.0,0.0,0.0,"[660.0,31.0,9.0,125189.75,2.0,1.0,1.0,139874.43,0.0,0.0,0.0]","[0.10977240446301309,-0.9610736005966392,1.3667198157094562,0.7009289959884866,0.7531503687480621,0.6568705569879226,1.097616608426526,0.670859893789726,-1.0020439117270565,0.0,0.0]"
484.0,29.0,4.0,130114.39,1.0,1.0,0.0,164017.89,0.0,1.0,0.0,0.0,"[484.0,29.0,4.0,130114.39,1.0,1.0,0.0,164017.89,1.0,0.0,0.0]","[-1.6780828590005583,-1.1496227992327688,-0.35865399400561154,0.781609183522259,-0.7533367921066616,0.6568705569879226,-0.9109521897380475,1.0897192931981818,0.9978367626780669,0.0,0.0]"
628.0,27.0,5.0,95826.49,2.0,1.0,0.0,155996.96,0.0,0.0,0.0,0.0,"[628.0,27.0,5.0,95826.49,2.0,1.0,0.0,155996.96,0.0,0.0,0.0]","[-0.2152921888939999,-1.3381719978688984,-0.01357923206259799,0.21987183781998698,0.7531503687480621,0.6568705569879226,-0.9109521897380475,0.9505660018929061,-1.0020439117270565,0.0,0.0]"
578.0,30.0,4.0,169462.09,1.0,1.0,0.0,112187.11,0.0,0.0,0.0,0.0,"[578.0,30.0,4.0,169462.09,1.0,1.0,0.0,112187.11,0.0,0.0,0.0]","[-0.7232056160143326,-1.0553481999147039,-0.35865399400561154,1.4262410378349843,-0.7533367921066616,0.6568705569879226,-0.9109521897380475,0.1905188728080725,-1.0020439117270565,0.0,0.0]"
512.0,40.0,5.0,0.0,2.0,1.0,1.0,146457.83,0.0,0.0,0.0,0.0,"[512.0,40.0,5.0,0.0,2.0,1.0,1.0,146457.83,0.0,0.0,0.0]","[-1.393651339813172,-0.11260220673405569,-0.01357923206259799,-1.3500498587716774,0.7531503687480621,0.6568705569879226,1.097616608426526,0.7850738038948072,-1.0020439117270565,0.0,0.0]"
510.0,30.0,0.0,0.0,2.0,1.0,1.0,130553.47,0.0,1.0,0.0,0.0,"[510.0,30.0,0.0,0.0,2.0,1.0,1.0,130553.47,1.0,0.0,0.0]","[-1.4139678768979853,-1.0553481999147039,-1.7389530417776657,-1.3500498587716774,0.7531503687480621,0.6568705569879226,1.097616608426526,0.5091526775286668,0.9978367626780669,0.0,0.0]"
606.0,36.0,5.0,190479.48,2.0,0.0,0.0,179351.89,0.0,0.0,0.0,0.0,"(11,[0,1,2,3,4,7],[606.0,36.0,5.0,190479.48,2.0,179351.89])","[-0.43877409682694635,-0.489700604006315,-0.01357923206259799,1.7705681290884436,0.7531503687480621,-1.522181565762243,-0.9109521897380475,1.3557453735747829,-1.0020439117270565,0.0,0.0]"
850.0,45.0,2.0,122311.21,1.0,1.0,1.0,19482.5,0.0,1.0,0.0,0.0,"[850.0,45.0,2.0,122311.21,1.0,1.0,1.0,19482.5,1.0,0.0,0.0]","[2.0398434275202777,0.3587707898562684,-1.0488035178916386,0.6537699859850213,-0.7533367921066616,0.6568705569879226,1.097616608426526,-1.4177923330835058,0.9978367626780669,0.0,0.0]"
636.0,42.0,2.0,0.0,2.0,1.0,1.0,55470.78,0.0,0.0,0.0,0.0,"[636.0,42.0,2.0,0.0,2.0,1.0,1.0,55470.78,0.0,0.0,0.0]","[-0.13402604055474665,0.07594699190207396,-1.0488035178916386,-1.3500498587716774,0.7531503687480621,0.6568705569879226,1.097616608426526,-0.7934398439811433,-1.0020439117270565,0.0,0.0]"
525.0,37.0,0.0,0.0,1.0,0.0,1.0,131521.72,0.0,1.0,0.0,0.0,"(11,[0,1,4,6,7,8],[525.0,37.0,1.0,1.0,131521.72,1.0])","[-1.2615938487618854,-0.3954260046882502,-1.7389530417776657,-1.3500498587716774,-0.7533367921066616,-1.522181565762243,1.097616608426526,0.5259506266824847,0.9978367626780669,0.0,0.0]"
616.0,30.0,5.0,0.0,2.0,0.0,1.0,196108.51,0.0,0.0,0.0,0.0,"(11,[0,1,2,4,6,7],[616.0,30.0,5.0,2.0,1.0,196108.51])","[-0.3371914114028798,-1.0553481999147039,-0.01357923206259799,-1.3500498587716774,0.7531503687480621,-1.522181565762243,1.097616608426526,1.6464521649508206,-1.0020439117270565,0.0,0.0]"
